HRR,HRR Name,Provider ID,Hospital Name,City,State,System,Number of deaths among chronically ill patients assigned to hospital,Percent of enrollees medical inpatient days at hospital to which they were assigned,Hospital Care Intensity Index during the Last Two Years of Life,Total Medicare Reimbursements per Decedent during the Last Two Years of Life,Inpatient Sector Reimbursements per Decedent during the Last Two Years of Life,Outpatient Sector Reimbursements per Decedent during the Last Two Years of Life,SNF/Long-Term Care Sector Reimbursements per Decedent during the Last Two Years of Life,Home Health Sector Reimbursements per Decedent during the Last Two Years of Life,Hospice Sector Reimbursements per Decedent during the Last Two Years of Life,Ambulance spending per Decedent during the last two years of life,Reimbursements for Durable Medical Equipment per Decedent during the Last Two Years of Life,Other spending per Decedent during the last two years of life,Part B Spending per Decedent during the Last Two Years of Life,Part B Spending for Evaluation & Management per Decedent during the Last Two Years of Life,Part B Spending for Procedures per Decedent during the Last Two Years of Life,Part B Spending for Imaging per Decedent during the Last Two Years of Life,Part B Spending for Tests per Decedent during the Last Two Years of Life,Other Part B spending per Decedent during the last two years of life,Hospital reimbursements per Decedent during the last two years of life,Inpatient Days per Decedent during the Last Two Years of Life,Reimbursements per patient day (calculated),Hospital Reimbursements: Ratio to US Average (calculated),Hospital Days: Ratio to US Average (calculated),Reimbursements per Day: Ratio to US Average (calculated),Payments for physician visits per Decedent during the last two years of life,Physician Visits per Decedent during the Last Two Years of Life,Payments per physician visit (calculated),Physician visit payments: Ratio to US Average (calculated),Physician visits: Ratio to US Average (calculated),Payments per visit: Ratio to US Average (calculated),"Hospital Bed Inputs per 1,000 Decedents during the Last Two Years of Life","Total ICU Bed Inputs per 1,000 Decedents during the Last Two Years of Life","High-Intensity ICU Bed Inputs per 1,000 Decedents during the Last Two Years of Life","Intermediate-Intensity ICU Bed Inputs per 1,000 Decedents during the Last Two Years of Life","Medical & Surgical Unit Bed Inputs per 1,000 Decedents during the Last Two Years of Life","SNF Bed Inputs per 1,000 Dededents during the Last Two Years of Life","FTE Physician Labor Inputs per 1,000 Decedents during the Last Two Years of Life","FTE Medical Specialist Labor Inputs per 1,000 Decedents during the Last Two Years of Life","FTE Primary Care Physician Labor Inputs per 1,000 Decedents during the Last Two Years of Life",Standardized FTE physician labor: Ratio MS/PC (calculated),"RNs Required Under Proposed Federal Standards per 1,000 Decedents during the Last Two Years of Life",Inpatient Days per Decedent during the Last Six Months of Life,Total ICU Days per Decedent during the Last Six Months of Life,High-Intensity ICU Days per Decedent during the Last Six Months of Life,Intermediate-Intensity ICU Days per Decedent during the Last Six Months of Life,Medical & Surgical Unit Days per Decedent during the Last Six Months of Life,SNF Days per Decedent during the Last Six Months of Life,Physician Visits per Decedent during the Last Six Months of Life,Medical Specialist Visits per Decedent during the Last Six Months of Life,Primary Care Visits per Decedent during the Last Six Months of Life,Physician visits per decedent last 6 months: Ratio MS/PC (calculated),Home Health Agency Visits per Decedent during the Last Six Months of Life,Percent of Deaths Occurring In Hospital,Percent of Deaths Associated With ICU Admission,Percent of Decedents Enrolled In Hospice during the Last Six Months of Life,Hospice Days per Decedent during the Last Six Months of Life,Percent of Decedents Seeing 10 or More Different Physicians during the Last Six Months of Life,Number of Different Physicians Seen per Decedent during the Last Six Months of Life,Average Co-Payments per Decedent during the Last Two Years of Life,Average Co-Payments for Physician Services per Decedent during the Last Two Years of Life,Average Co-Payments for Durable Medical Equipment per Decedent during the Last Two Years of Life
6,AL- MOBILE,10144,Springhill Memorial Hospital,Mobile,AL,,189,88.6,1.1,"70,875","31,500","16,622","7,103","4,597","8,251","1,366",857,580,"19,123","6,981","3,418","1,330","1,096","6,299","26,142",19.7,"1,329",0.7,1.1,0.6,"7,006",71.2,98,1.0,1.1,0.9,53.9,36.9,10.3,26.6,17.0,33.8,32.5,16.4,10.7,1.5,54.8,12.6,8.9,2.9,6.0,3.7,5.3,37.3,18.5,14.1,1.3,12.1,24.6,21.9,65.0,32.3,68.9,17.3,"5,532","5,253",279
7,AL- MONTGOMERY,10149,Baptist Medical Center East,Montgomery,AL,Baptist Health,156,85.0,0.9,"73,339","30,028","18,865","10,200","5,816","5,373","1,188","1,158",710,"12,651","5,788","2,504","1,066","1,254","2,039","26,100",16.5,"1,585",0.7,0.9,0.8,"5,821",60.1,97,0.8,0.9,0.9,45.1,9.9,7.4,2.5,35.2,37.5,29.8,10.5,14.1,0.7,40.0,9.8,2.7,2.0,0.7,7.1,6.5,27.7,10.6,14.6,0.7,13.5,24.8,14.6,54.9,26.4,62.4,13.4,"3,816","3,457",359
1,AL- BIRMINGHAM,10164,Coosa Valley Medical Center,Sylacauga,AL,,95,90.0,0.7,"66,070","23,772","13,900","10,982","3,614","10,672","1,387","1,085",658,"11,551","4,341","2,385",818,897,"3,110","21,056",13.0,"1,623",0.6,0.7,0.8,"4,347",42.4,102,0.6,0.6,1.0,35.6,11.4,9.9,1.5,24.1,44.2,22.2,5.7,12.4,0.5,34.5,7.9,2.7,2.3,0.4,5.2,6.9,21.3,6.0,12.4,0.5,7.7,22.8,17.5,58.1,39.4,37.8,9.3,"3,546","3,183",363
10,AK- ANCHORAGE,20001,Providence Alaska Medical Center,Anchorage,AK,Providence St. Joseph Health,399,94.2,1.1,"84,869","49,264","19,780","5,937","2,898","4,038","1,536",847,569,"17,653","6,487","3,394","1,624",760,"5,389","44,297",23.2,"1,910",1.2,1.3,0.9,"6,570",54.0,122,0.9,0.8,1.1,63.5,22.7,2.6,20.1,40.8,15.7,17.6,9.4,4.0,2.3,54.6,13.6,5.2,0.8,4.4,8.4,2.2,26.5,8.6,4.1,2.1,4.0,47.1,34.9,35.4,15.6,55.5,11.8,"5,360","5,102",257
10,AK- ANCHORAGE,20006,Mat-Su Regional Medical Center,Palmer,AK,"Community Health Systems, Inc.",163,94.9,0.8,"93,415","59,336","18,966","4,110","3,846","3,656","1,694",844,961,"19,297","6,340","4,699","1,925",827,"5,508","55,225",18.5,"2,990",1.5,1.0,1.4,"6,468",45.5,142,0.9,0.7,1.3,50.6,24.1,5.3,18.8,26.5,12.0,19.8,10.8,4.2,2.6,46.6,11.5,5.4,1.3,4.1,6.1,2.6,22.8,8.8,3.9,2.3,7.9,34.5,27.0,47.4,13.9,52.9,11.0,"5,806","5,545",261
10,AK- ANCHORAGE,20012,Fairbanks Memorial Hospital,Fairbanks,AK,,102,93.4,0.5,"86,735","51,283","20,900",.,"1,144","6,774","3,167",788,315,"20,148","4,750","2,575",928,529,"11,366","48,692",12.4,"3,913",1.3,0.7,1.9,"4,824",36.8,131,0.7,0.6,1.2,34.1,6.6,3.3,3.4,27.5,.,16.9,6.4,6.5,1.0,28.9,6.3,0.9,0.6,0.3,5.4,"-99,999.0",15.0,4.9,8.0,0.6,1.4,26.0,11.4,43.2,23.9,42.1,9.4,"6,241","6,005",236
10,AK- ANCHORAGE,20017,Alaska Regional Hospital,Anchorage,AK,HCA Healthcare,151,89.6,1.1,"87,336","47,713","20,575","9,017","2,880","3,079","1,459","1,232","1,382","20,606","6,477","4,988","2,170",921,"6,050","42,953",22.9,"1,872",1.1,1.3,0.9,"6,600",59.7,111,0.9,0.9,1.0,62.9,17.1,3.8,13.3,45.7,22.3,19.9,11.0,4.3,2.5,53.3,14.2,3.5,0.8,2.7,10.7,4.6,29.6,10.0,4.9,2.1,5.2,39.5,21.4,31.8,11.9,54.8,12.0,"6,349","5,999",351
10,AK- ANCHORAGE,20024,Central Peninsula General Hosp,Soldotna,AK,,98,92.6,0.8,"98,554","64,969","21,118","4,008","3,357",.,"3,140","1,291",486,"16,090","6,093","3,155","1,336",661,"4,845","60,652",18.3,"3,316",1.6,1.0,1.6,"6,460",48.9,132,0.9,0.7,1.2,50.1,13.4,6.1,7.3,36.8,18.6,18.0,7.9,5.2,1.5,44.0,8.5,2.5,1.5,1.0,6.0,2.3,18.7,5.8,3.1,1.8,7.6,37.9,21.8,.,.,39.6,8.9,"5,096","4,709",387
10,AK- ANCHORAGE,20026,Alaska Native Medical Center,Anchorage,AK,,103,88.2,1.0,"86,597","61,334","14,804",.,787,"3,806","4,235",357,577,"12,202","4,464","2,076",901,192,"4,569","58,180",23.5,"2,475",1.5,1.3,1.2,"4,525",45.5,100,0.6,0.7,0.9,64.4,.,.,.,.,.,16.9,7.0,7.1,1.0,.,13.2,"-99,999.0",.,.,.,"-99,999.0",20.4,7.4,9.7,0.8,"-99,999.0",44.5,-99999.0,18.5,12.5,54.2,11.5,"4,379","4,258",121
12,AZ- PHOENIX,30002,Banner - University Med Ctr Phoenix,Phoenix,AZ,Banner Health,218,80.8,1.2,"102,650","59,592","17,588","12,584","3,374","5,679","1,430","1,379","1,025","19,072","7,699","4,331","1,493","1,304","4,245","53,422",19.6,"2,727",1.4,1.1,1.3,"7,763",80.3,97,1.1,1.2,0.9,53.7,33.4,9.9,23.5,20.3,51.5,40.7,17.4,16.6,1.0,53.5,10.9,7.1,2.5,4.6,3.8,7.5,37.2,17.3,14.1,1.2,6.3,27.0,23.8,59.8,24.5,70.1,17.7,"6,752","6,363",389
15,AZ- TUCSON,30006,Tmc Healthcare,Tucson,AZ,,599,88.8,1.0,"84,590","39,032","18,928","11,288","4,698","6,529","2,151",753,"1,211","22,973","7,307","3,947","1,660","1,477","8,582","34,163",15.5,"2,205",0.9,0.9,1.1,"7,377",69.3,106,1.0,1.0,1.0,42.4,10.7,4.5,6.2,31.7,32.6,33.3,13.4,14.0,1.0,36.8,9.6,2.8,1.3,1.5,6.8,6.5,34.2,14.7,14.0,1.0,9.9,14.5,10.8,72.6,26.8,68.8,16.2,"6,551","6,333",218
12,AZ- PHOENIX,30007,Verde Valley Medical Center,Cottonwood,AZ,Northern Arizona Healthcare,164,90.4,0.6,"85,827","42,506","15,885","8,846","6,180","8,810","1,609",778,"1,214","16,635","5,467","2,842",930,813,"6,583","39,185",12.1,"3,251",1.0,0.7,1.6,"5,469",45.3,121,0.8,0.7,1.1,33.0,26.1,4.3,21.8,6.9,38.0,21.2,9.4,7.1,1.3,33.4,6.9,5.6,1.1,4.6,1.3,8.0,19.7,7.4,5.6,1.3,12.0,16.6,15.3,72.0,30.5,50.5,11.8,"4,747","4,510",237
15,AZ- TUCSON,30010,Carondelet St. Mary's Hospital,Tucson,AZ,TENET Healthcare Corporation,202,85.1,0.9,"86,047","37,202","22,693","11,539","3,758","7,161","1,603","1,016","1,076","20,405","6,183","4,199","1,392","1,314","7,317","32,960",14.1,"2,337",0.9,0.8,1.1,"6,337",63.5,100,0.9,1.0,0.9,38.6,23.1,5.7,17.3,15.6,25.9,27.4,13.3,9.1,1.5,37.6,8.4,5.4,1.3,4.1,3.0,6.1,30.0,11.8,8.6,1.4,7.2,19.4,16.3,66.6,28.3,59.7,14.3,"6,161","5,874",287
15,AZ- TUCSON,30011,Carondelet St. Joseph's Hospital,Tucson,AZ,TENET Healthcare Corporation,270,89.0,0.9,"81,260","34,570","17,966","12,724","5,371","7,024","1,518",903,"1,184","19,353","6,927","3,645","1,492","1,357","5,932","30,185",15.3,"1,975",0.8,0.8,0.9,"6,970",65.3,107,1.0,1.0,1.0,41.9,27.9,5.2,22.8,13.9,47.3,30.7,13.7,11.7,1.2,41.0,9.5,7.0,1.6,5.4,2.6,7.8,31.8,13.9,10.3,1.4,12.3,17.7,17.6,71.1,26.9,67.6,15.2,"5,401","5,151",249
12,AZ- PHOENIX,30012,Yavapai Regional Medical Center,Prescott,AZ,,401,95.6,0.6,"76,910","33,878","19,445","7,589","4,781","7,231","1,442","1,477","1,067","17,716","5,620","3,107",953,"1,286","6,750","30,851",12.3,"2,517",0.8,0.7,1.2,"5,638",52.2,108,0.8,0.8,1.0,33.6,9.2,3.7,5.5,24.4,24.3,22.3,11.1,6.0,1.8,29.3,7.8,2.6,1.1,1.5,5.3,3.8,23.6,10.3,4.0,2.6,8.3,14.9,11.7,70.1,28.3,58.4,12.5,"5,289","4,872",417
12,AZ- PHOENIX,30013,Yuma Regional Medical Center,Yuma,AZ,,472,93.8,0.8,"85,328","41,112","19,309","12,329","3,409","6,282","1,353",771,763,"14,707","6,251","2,808","1,140",983,"3,525","37,269",13.8,"2,708",1.0,0.8,1.3,"6,333",63.9,99,0.9,1.0,0.9,37.7,7.7,3.9,3.8,30.0,31.8,33.1,14.5,14.2,1.0,32.2,8.6,2.0,1.0,1.0,6.6,7.0,29.8,13.8,13.5,1.0,7.0,24.5,15.9,61.8,28.8,60.3,13.3,"4,754","4,518",236
12,AZ- PHOENIX,30014,Honorhealth John C. Lincoln Med Ctr,Phoenix,AZ,HonorHealth,242,88.0,1.2,"92,994","40,434","18,922","13,664","6,236","10,655",688,864,"1,531","21,634","9,091","4,390","1,800","1,536","4,818","34,484",16.9,"2,038",0.9,0.9,1.0,"9,096",85.5,106,1.3,1.3,1.0,46.4,32.4,7.1,25.3,14.0,50.3,44.8,21.7,16.3,1.3,46.4,9.2,6.7,2.0,4.7,2.5,8.4,40.2,22.1,13.2,1.7,8.1,18.8,17.5,66.6,32.4,75.2,17.4,"5,946","5,710",237
12,AZ- PHOENIX,30016,Banner Casa Grande Medical Center,Casa Grande,AZ,Banner Health,111,86.3,1.1,"91,458","45,415","20,721","9,419","4,476","7,556","1,505","1,423",943,"22,809","8,293","4,498","1,476","1,231","7,311","39,698",16.4,"2,417",1.1,0.9,1.2,"8,487",81.9,104,1.2,1.2,1.0,45.0,37.8,9.9,27.9,7.2,37.3,41.3,18.9,16.4,1.2,48.2,10.5,9.4,2.8,6.6,1.1,8.1,42.9,23.6,14.5,1.6,7.6,21.3,20.8,60.6,30.3,64.0,15.3,"7,059","6,643",416
12,AZ- PHOENIX,30023,Flagstaff Medical Center,Flagstaff,AZ,Northern Arizona Healthcare,231,87.2,0.8,"101,557","55,393","21,744","9,281","3,137","8,599","2,006",828,569,"18,681","5,398","4,067","1,042",767,"7,407","51,557",15.8,"3,266",1.4,0.9,1.6,"5,616",54.7,103,0.8,0.8,1.0,43.3,27.4,5.3,22.1,15.8,42.8,22.6,11.1,6.8,1.6,42.0,9.0,6.4,1.5,4.9,2.7,6.5,26.1,9.7,5.4,1.8,5.6,27.1,23.2,60.4,33.5,68.4,15.3,"5,880","5,623",256
12,AZ- PHOENIX,30024,St. Joseph's Hospital And Med Ctr,Phoenix,AZ,CommonSpirit Health,253,79.5,1.1,"94,316","50,931","17,923","12,108","3,723","5,240","1,794",971,"1,626","21,910","7,071","4,306","1,600","1,380","7,553","45,362",17.4,"2,609",1.2,1.0,1.3,"7,118",74.7,95,1.0,1.1,0.9,47.6,30.8,8.8,22.0,16.9,41.4,37.8,18.3,11.6,1.6,47.8,10.9,7.6,2.3,5.3,3.3,8.2,37.0,19.7,10.6,1.9,7.9,15.4,12.2,73.4,21.3,71.7,16.7,"6,951","6,663",288
12,AZ- PHOENIX,30030,Abrazo Central Campus,Phoenix,AZ,TENET Healthcare Corporation,95,85.5,1.1,"84,718","47,304","11,871","10,298","3,343","9,455",788,944,713,"16,571","7,804","4,027","1,147",958,"2,634","41,247",15.0,"2,759",1.1,0.8,1.3,"7,823",75.7,103,1.1,1.1,1.0,41.0,33.3,8.6,24.7,7.6,39.6,34.5,18.9,10.3,1.8,43.3,8.5,6.7,1.9,4.8,1.8,7.2,36.4,20.0,8.6,2.3,7.0,19.0,17.4,67.1,35.6,63.6,15.7,"5,322","5,053",269
11,AZ- MESA,30036,Chandler Regional Medical Center,Chandler,AZ,CommonSpirit Health,587,88.3,1.1,"99,091","42,228","21,857","14,407","6,198","10,153","1,155","1,404","1,688","24,187","9,168","4,926","2,251","1,494","6,348","36,098",15.5,"2,333",1.0,0.9,1.1,"9,202",89.1,103,1.3,1.3,1.0,42.4,33.8,5.7,28.1,8.6,36.8,44.9,21.5,16.7,1.3,43.1,8.8,7.2,1.4,5.8,1.6,6.3,41.2,23.2,14.3,1.6,11.6,17.7,17.0,70.2,36.9,68.9,16.4,"7,396","6,990",406
12,AZ- PHOENIX,30038,Honorhealth Scottsdale Osborn Med.,Scottsdale,AZ,HonorHealth,345,88.1,1.1,"99,675","41,771","25,498","15,156","5,521","7,599","1,364",877,"1,889","28,330","9,249","4,909","2,171","1,540","10,461","36,045",17.0,"2,124",1.0,0.9,1.0,"9,285",84.2,110,1.3,1.3,1.0,46.5,29.9,7.2,22.8,16.5,51.2,45.3,21.8,17.4,1.3,45.9,9.5,6.6,1.6,4.9,3.0,8.7,39.8,22.3,13.5,1.6,9.6,19.0,17.9,63.4,25.8,69.0,16.5,"7,728","7,487",242
15,AZ- TUCSON,30043,Canyon Vista Medical Center,Sierra Vista,AZ,LifePoint Health,171,81.4,0.8,"85,349","48,586","15,290","10,630","2,851","3,614","2,823",887,669,"17,772","5,636","3,516","1,502",837,"6,282","44,647",14.4,"3,092",1.2,0.8,1.5,"5,675",53.9,105,0.8,0.8,1.0,39.6,22.3,6.3,16.0,17.3,41.7,24.0,9.5,8.8,1.1,38.4,8.4,4.9,1.4,3.5,3.5,7.3,25.0,8.9,7.1,1.3,5.5,20.8,17.5,58.9,17.6,54.4,12.5,"5,535","5,268",267
12,AZ- PHOENIX,30055,Kingman Regional Medical Center,Kingman,AZ,,235,94.5,0.9,"79,642","40,537","16,474","11,268","2,480","6,269","1,594",564,456,"11,848","5,475","2,075",782,714,"2,802","36,698",15.4,"2,383",1.0,0.9,1.1,"5,520",58.5,94,0.8,0.9,0.9,42.2,6.2,4.1,2.0,36.0,39.6,28.4,14.1,9.4,1.5,35.2,8.3,1.4,1.1,0.3,6.9,6.2,26.0,13.9,10.1,1.4,5.2,20.2,11.7,62.2,30.9,50.5,11.2,"3,952","3,764",188
14,AZ- SUN CITY,30061,Banner Boswell Medical Center,Sun City,AZ,Banner Health,472,89.0,1.1,"91,821","39,815","23,181","11,487","4,665","8,886","1,226",996,"1,557","22,937","9,423","4,637","1,663","1,671","5,544","34,244",16.9,"2,025",0.9,0.9,1.0,"9,444",91.1,104,1.3,1.4,1.0,46.3,35.2,6.1,29.2,11.1,34.6,45.3,21.8,16.3,1.3,46.6,10.5,8.2,1.5,6.7,2.3,6.5,45.0,24.5,15.5,1.6,8.5,19.3,18.4,71.6,34.4,77.4,18.7,"6,596","6,314",281
12,AZ- PHOENIX,30062,Summit Healthcare Reg Med Ctr,Show Low,AZ,,118,87.4,0.6,"75,516","36,178","15,107","6,583",815,"12,291","2,766","1,089",685,"13,590","4,713","3,148",762,718,"4,249","32,814",12.1,"2,723",0.9,0.7,1.3,"4,796",42.9,112,0.7,0.6,1.0,33.0,13.5,8.3,5.2,19.5,33.5,22.8,6.8,11.2,0.6,32.3,7.1,3.3,2.3,1.0,3.8,4.4,19.7,6.3,9.4,0.7,1.2,-99999.0,-99999.0,81.8,50.0,44.2,9.7,"4,382","4,042",339
15,AZ- TUCSON,30064,Banner - University Med Ctr Tucson,Tucson,AZ,Banner Health,267,83.7,1.0,"101,221","55,732","22,227","10,182","3,179","3,694","1,584","2,569","2,056","17,464","5,901","3,337","1,376","1,371","5,478","51,663",18.7,"2,766",1.4,1.0,1.3,"5,999",63.3,95,0.8,1.0,0.9,51.2,19.7,8.2,11.5,31.5,32.2,33.8,15.3,11.7,1.3,47.4,11.1,4.7,2.2,2.5,6.4,6.0,29.3,13.5,11.6,1.2,6.6,26.0,22.2,59.6,19.8,69.0,15.4,"6,242","5,537",706
11,AZ- MESA,30065,Banner Desert Medical Center,Mesa,AZ,Banner Health,414,86.9,1.1,"89,259","41,133","20,513","11,834","4,305","7,874","1,149",971,"1,478","23,392","8,745","4,378","1,917","1,499","6,854","35,444",17.2,"2,059",0.9,1.0,1.0,"8,778",83.3,105,1.2,1.3,1.0,47.2,32.4,5.6,26.9,14.7,46.2,41.0,18.9,15.9,1.2,46.3,10.5,7.4,1.6,5.9,3.0,7.4,42.1,21.3,15.2,1.4,7.6,18.1,17.8,69.2,31.1,73.2,16.6,"6,847","6,565",282
12,AZ- PHOENIX,30069,Havasu Regional Medical Center,Lake Havasu City,AZ,LifePoint Health,296,90.3,0.8,"77,480","37,761","16,900","7,683","2,893","8,213","2,273","1,048",709,"14,594","6,318","2,658",984,"1,008","3,626","33,754",15.0,"2,246",0.9,0.8,1.1,"6,384",63.4,101,0.9,1.0,0.9,41.2,25.4,6.2,19.3,15.7,49.5,26.5,13.1,8.0,1.6,40.3,9.1,5.7,1.5,4.2,3.4,7.6,29.6,13.9,6.1,2.3,8.0,18.3,15.4,73.7,31.9,63.3,13.2,"4,380","4,071",309
12,AZ- PHOENIX,30083,Abrazo Scottsdale Campus,Phoenix,AZ,TENET Healthcare Corporation,85,79.0,0.9,"81,564","35,157","15,043","10,273","5,253","12,695",777,767,"1,598","17,808","7,744","5,336","1,116",995,"2,618","30,474",13.8,"2,204",0.8,0.8,1.1,"7,744",59.5,130,1.1,0.9,1.2,37.9,28.4,6.1,22.3,9.5,46.3,29.4,14.1,11.4,1.2,38.6,8.8,6.6,1.8,4.8,2.2,8.2,31.2,16.7,7.6,2.2,7.7,-99999.0,-99999.0,76.2,37.4,58.1,14.5,"4,742","4,518",224
15,AZ- TUCSON,30085,Northwest Med Ctr-Tucson,Tucson,AZ,"Community Health Systems, Inc.",336,87.7,0.9,"81,383","32,433","22,364","12,028","4,499","6,661","1,036","1,118","1,245","22,710","6,549","3,921","1,696","1,365","9,179","28,602",14.7,"1,951",0.8,0.8,0.9,"6,607",64.0,103,0.9,1.0,1.0,40.2,24.8,6.0,18.8,15.3,37.6,32.1,14.2,12.4,1.1,39.3,9.3,6.0,1.6,4.4,3.3,6.9,30.3,13.8,13.1,1.1,8.2,18.9,16.5,69.6,25.0,66.9,15.0,"6,537","6,233",304
12,AZ- PHOENIX,30087,Honorhealth Scottsdale Shea Med Ctr,Scottsdale,AZ,HonorHealth,537,88.0,1.2,"96,062","38,694","23,806","12,882","6,248","9,911","1,049","1,379","2,092","26,574","8,864","4,823","2,269","1,687","8,931","33,051",18.0,"1,837",0.9,1.0,0.9,"8,879",85.1,104,1.2,1.3,1.0,49.3,31.1,3.6,27.5,18.2,42.7,43.9,20.0,17.9,1.1,46.5,10.1,6.8,1.0,5.9,3.3,6.7,38.7,19.8,14.9,1.3,9.8,17.6,17.0,72.2,34.9,69.4,16.2,"7,669","7,300",369
11,AZ- MESA,30088,Banner Baywood Medical Center,Mesa,AZ,Banner Health,532,85.0,1.1,"90,331","39,106","21,463","12,960","4,534","8,221","1,365","1,449","1,231","22,934","8,547","5,463","1,787","1,337","5,799","33,700",16.6,"2,036",0.9,0.9,1.0,"8,599",80.1,107,1.2,1.2,1.0,45.3,34.8,5.8,29.0,10.5,47.0,38.9,17.7,14.9,1.2,45.6,9.9,8.0,1.6,6.4,1.9,8.4,39.5,20.2,14.1,1.4,7.2,23.9,21.0,65.5,31.7,71.8,17.1,"6,944","6,527",418
12,AZ- PHOENIX,30089,Banner Thunderbird Med Ctr,Glendale,AZ,Banner Health,291,88.9,1.3,"102,447","50,171","24,444","11,633","4,696","7,060","1,018","2,060","1,362","26,638","9,929","5,755","2,057","1,569","7,328","43,502",19.1,"2,280",1.2,1.1,1.1,"9,933",97.8,102,1.4,1.5,0.9,52.3,36.2,5.8,30.4,16.1,43.0,47.8,24.1,17.4,1.4,51.2,11.4,7.9,1.6,6.3,3.6,7.6,47.5,26.8,15.9,1.7,8.3,16.6,16.0,73.7,31.2,79.3,21.5,"8,382","7,788",594
12,AZ- PHOENIX,30092,Honorhealth Deer Valley Med Ctr,Phoenix,AZ,HonorHealth,245,85.5,1.0,"82,732","36,069","20,284","10,797","4,541","8,069",839,826,"1,308","24,832","8,319","4,325","2,399","1,531","8,257","30,575",15.5,"1,976",0.8,0.9,0.9,"8,325",76.7,109,1.2,1.2,1.0,42.4,28.8,4.5,24.3,13.6,44.7,38.6,19.2,13.1,1.5,41.2,9.2,6.4,1.3,5.1,2.8,7.8,38.7,21.0,11.0,1.9,8.6,25.7,24.7,67.9,37.1,71.6,18.1,"7,326","7,074",252
14,AZ- SUN CITY,30093,Banner Del E. Webb Med Ctr,Sun City West,AZ,Banner Health,531,89.4,1.1,"84,845","38,395","22,081","9,019","4,033","7,392","1,209","1,033","1,672","22,300","9,033","4,567","1,746","1,585","5,369","33,025",16.7,"1,973",0.9,0.9,0.9,"9,083",90.1,101,1.3,1.4,0.9,45.9,32.0,5.3,26.7,13.8,28.8,44.3,20.9,16.9,1.2,45.1,10.7,7.9,1.5,6.4,2.9,4.9,45.9,25.4,15.5,1.6,8.6,16.6,15.0,75.9,30.9,77.1,18.8,"6,500","6,206",294
12,AZ- PHOENIX,30094,Abrazo Arrowhead Campus,Glendale,AZ,TENET Healthcare Corporation,231,82.1,1.1,"93,523","44,546","22,029","10,173","4,804","7,440","1,462","1,178","1,889","26,027","9,432","5,898","1,912","1,704","7,080","38,451",16.9,"2,272",1.0,0.9,1.1,"9,453",87.6,108,1.3,1.3,1.0,46.4,35.5,6.8,28.7,10.9,33.4,45.0,21.2,17.4,1.2,47.1,10.4,8.3,2.0,6.3,2.1,5.7,43.5,23.7,15.1,1.6,9.8,20.1,18.5,68.5,30.8,75.4,18.3,"7,451","7,110",341
279,NV- LAS VEGAS,30101,Western Arizona Regional Med Ctr,Bullhead City,AZ,"Community Health Systems, Inc.",188,84.2,1.0,"78,054","39,747","13,661","9,789","3,504","6,991","2,445",831,"1,087","16,922","6,705","2,498","1,139","1,343","5,237","34,571",16.6,"2,086",0.9,0.9,1.0,"6,736",64.8,104,0.9,1.0,1.0,45.4,25.7,6.7,19.0,19.6,37.7,30.8,14.1,11.9,1.2,43.8,10.2,5.8,1.6,4.2,4.4,5.9,33.0,15.4,13.2,1.2,7.4,20.8,16.8,63.1,31.4,58.4,13.6,"5,297","5,022",275
12,AZ- PHOENIX,30103,Mayo Clinic Hospital - Phoenix,Phoenix,AZ,Mayo Clinic,570,87.5,0.9,"97,645","47,750","25,793","8,735","4,622","6,924",749,"1,838","1,233","24,192","6,531","4,008","1,632","1,714","10,307","43,857",17.9,"2,447",1.2,1.0,1.2,"6,553",62.9,104,0.9,1.0,1.0,49.1,14.0,3.8,10.2,35.1,39.1,30.6,15.0,8.1,1.9,42.3,10.3,3.2,1.0,2.2,7.1,7.4,27.4,13.2,3.8,3.5,8.5,16.0,13.1,72.3,34.4,69.8,17.7,"7,977","7,471",507
11,AZ- MESA,30105,Banner Heart Hospital,Mesa,AZ,Banner Health,100,78.1,0.8,"73,982","34,568","18,854","7,672","3,404","6,441",990,"1,249",803,"19,009","7,424","5,766","1,688","1,168","2,963","29,584",12.3,"2,404",0.8,0.7,1.2,"7,440",65.9,113,1.0,1.0,1.0,33.7,28.2,4.7,23.5,5.5,25.2,29.8,13.6,11.2,1.2,34.7,7.6,6.7,1.4,5.2,1.0,4.4,32.4,14.9,10.7,1.4,5.7,28.4,26.3,59.5,27.7,61.2,14.3,"5,656","5,264",392
12,AZ- PHOENIX,30110,Abrazo West Campus,Goodyear,AZ,TENET Healthcare Corporation,187,87.5,1.0,"86,785","39,615","18,864","10,646","4,079","9,719","1,433",986,"1,438","20,827","8,854","4,286","1,748","1,452","4,487","34,009",15.8,"2,157",0.9,0.9,1.0,"8,892",78.8,113,1.2,1.2,1.0,43.2,31.2,4.9,26.3,12.0,40.0,37.0,20.0,11.5,1.7,42.6,9.4,7.2,1.1,6.1,2.2,5.3,38.3,21.1,8.5,2.5,6.5,19.4,17.1,69.2,35.7,70.5,17.0,"5,999","5,718",281
